codice_cliente,Luogo di Residenza,Indirizzo,Metratura,Sistema_Allarme
11597,Reggio Calabria,"Piazza Italia, 1",153,True
11599,Trieste,"Via Cesare Battisti, 18",136,True
11601,San Martino Di Castrozza,"Corso Italia, 149",160,False
11602,Valtopina,"Via Nazionale, 35",110,False
11605,Balma Biellese,"Via Garibaldi, 91",112,True
11606,Penia,"Via Nazionale, 45",139,False
11607,Brescia,"Via Mazzini, 68",115,False
11608,Ancona,"Via Kennedy, 123",88,False
11609,Caprese Michelangelo,"Via Verdi, 35",112,False
11610,Como,"Via Mazzini, 118",94,False
11611,Mignagola,"Via Garibaldi, 76",193,True
11612,Bari,"Via Argiro, 93",99,False
11614,Milano,"Corso Buenos Aires, 23",277,True
11615,Sonnino Scalo,"Via Cavour, 11",90,False
11616,Monte Cremasco,"Via Nazionale, 80",121,True
11617,Roburent,"Corso Vittorio Emanuele II, 102",236,True
11620,Isola Rizza,"Piazza della Repubblica, 65",159,False
11622,Bergamo,"Via XX Settembre, 91",144,False
11623,Rio Salso,"Via Cavour, 74",91,False
11624,Graun/Vinschg.,"Corso Umberto, 13",83,False
11625,Carraia,"Via Nazionale, 70",130,False
11630,Vacchereccia,"Corso Italia, 95",119,False
11634,Genova,"Vico del Ferro, 5",133,True
11638,Ovada,"Via Marconi, 113",129,True
11639,Napoli,"Via Luca Giordano, 32",224,True
11640,Torino,"Corso Dante, 76",128,False
11647,Nardodipace,"Via Verdi, 128",109,True
11649,San Michele Mondovi',"Piazza della Repubblica, 95",132,False
11651,Firenze,"Via Maggio, 18",236,True
11652,Cantiano,"Via Mazzini, 109",89,True
11653,San Zenone Degli Ezzelini,"Via Mazzini, 111",82,True
11659,San Marco La Catola,"Via Verdi, 140",195,True
11662,Altenburg,"Via XX Settembre, 83",127,False
11663,Como,"Corso Italia, 21",118,True
11664,Bari,"Via Melo, 253",132,False
11666,San Domenico Di Fiesole,"Via XX Settembre, 79",114,True
11668,Torino,"Via Monte di Pietà, 16",109,False
11671,Lecce,"Via Giuseppe Libertini, 4",133,False
11672,Isola Del Gran Sasso D'Italia,"Via Matteotti, 43",122,True
11676,Genova,"Via Prè, 8",177,False
11677,Bregano,"Corso Umberto, 115",145,False
11678,Castel Di Casio,"Via Garibaldi, 91",128,False
11680,Triora,"Via Matteotti, 71",106,False
11681,Trieste,"Piazza Goldoni, 10",162,True
11682,Brescia,"Corso Zanardelli, 34",142,False
11684,Pasiano,"Via Mazzini, 104",112,True
11685,Napoli,"Via Scarlatti, 88",90,False
11687,Pugliola,"Corso Vittorio Emanuele II, 41",103,True
11688,Ena Sa Chitta,"Via Roma, 37",86,True
11695,Forchia,"Via Kennedy, 9",176,True
11698,Reggio Calabria,"Corso Vittorio Emanuele III, 2",152,True
11699,Rivello,"Via Mazzini, 61",223,False
11701,Firenze,"Via Ghibellina, 70",168,True
11702,Forni Di Sopra,"Corso Umberto, 99",201,False
11704,Napoli,"Spaccanapoli, 18",75,False
11705,San Piero In Bagno,"Via Garibaldi, 40",102,True
11712,Milano,"Via Melchiorre Gioia, 55",133,True
11714,Bergamo,"Via Pignolo, 123",235,False
11716,San Vittorino,"Corso Umberto, 96",210,True
11717,Firenze,"Via Nazionale, 22",234,False
11720,Marina Di Altidona,"Via Mazzini, 147",143,True
11721,Milano,"Corso Venezia, 15",91,False
11724,Le Rughe,"Corso Vittorio Emanuele II, 94",124,False
11725,Reggio Calabria,"Via Aschenez, 68",224,False
11726,Gimillian,"Via Nazionale, 72",192,True
11727,Borgo Montenero,"Piazza Duomo, 30",127,False
11730,Napoli,"Via Toledo, 256",187,False
11731,Dussoi,"Via Verdi, 128",233,False
11733,Cessole,"Corso Vittorio Emanuele II, 100",121,False
11734,Firenze,"Borgo San Lorenzo, 17",117,True
11735,Firenze,"Via Maggio, 18",136,False
11737,Reggio Calabria,"Lungomare Italo Falcomatà, 1",108,False
11738,Marsciano,"Via Kennedy, 55",168,False
11740,Venezia,"Lista di Spagna, 168",167,False
11741,Milano,"Via Brera, 6",89,True
11742,Torino,"Via Santa Teresa, 5",121,False
11745,Torino,"Piazza Castello, 1",151,True
11746,Villaggio Mose',"Via Cavour, 32",123,True
11750,Napoli,"Via Caracciolo, 45",77,False
11751,Romano D'Ezzelino,"Via Mazzini, 116",110,False
11754,Codrongianos,"Via Verdi, 114",191,False
11756,Napoli,"Via Chiaia, 149",124,False
11760,Genova,"Via Fieschi, 15",112,False
11763,Sambuca,"Corso Umberto, 17",86,False
11764,Milano,"Via Farini, 32",157,False
11766,Bari,"Piazza Umberto I, 1",117,False
11767,Piancarani,"Via XX Settembre, 77",150,True
11768,Brescia,"Corso Palestro, 45",211,True
11770,Brescia,"Piazza Vittoria, 1",254,False
11772,Napoli,"Via Medina, 61",111,False
11773,San Giacomo D'Atri,"Via Verdi, 93",230,False
11774,Bari,"Piazza Umberto I, 1",120,True
11775,Cappelle Dei Marsi,"Piazza Duomo, 32",244,True
11776,Bari,"Via Argiro, 93",136,False
11777,Firenze,"Via dei Calzaiuoli, 89",200,False
11778,Torino,"Via Carlo Alberto, 33",117,True
11783,Grunuovo Di Santi Cosma E Damiano,"Piazza della Repubblica, 7",99,False
11784,Castellammare Di Stabia,"Corso Umberto, 142",97,False
11785,Bari,"Via Nicolai, 15",185,False
11787,Bari,"Via Melo, 253",149,False
11791,Genova,"Via Prè, 8",114,False
11792,Loiri,"Via Dante, 23",179,False
11796,Trieste,"Corso Italia, 6",220,False
11799,Napoli,"Piazza Municipio, 1",267,False
11800,Santa Maria Delle Fabrecce,"Via Marconi, 123",112,False
11802,Genova,"Vico del Ferro, 5",166,True
11804,Ancona,"Via Matteotti, 148",214,True
11805,Roccanova,"Via Mazzini, 33",116,False
11811,Ari,"Via Nazionale, 19",46,True
11812,Lungavilla,"Via Kennedy, 120",207,False
11814,Trieste,"Piazza Goldoni, 10",113,False
11815,Reggio Calabria,"Corso Matteotti, 12",151,False
11816,Montepescali Stazione,"Corso Umberto, 33",128,True
11818,Planaval,"Via Verdi, 34",96,True
11820,Cannizzaro,"Via Matteotti, 129",210,True
11822,Costa Di Mezzate,"Via Garibaldi, 32",100,False
11823,Cittaducale,"Corso Vittorio Emanuele II, 40",124,True
11825,Campomorone,"Via XX Settembre, 43",152,True
11826,Lecce,"Viale dell'Università, 12",98,False
11827,Leverogne,"Via Nazionale, 58",128,False
11831,Valgoglio,"Corso Umberto, 133",180,False
11832,Tredici,"Via XX Settembre, 21",120,True
11836,Villa Pigna,"Via Vittorio Emanuele, 51",153,True
11838,Adegliacco,"Via Vittorio Emanuele, 33",136,False
11839,Milano,"Corso Vercelli, 14",124,False
11843,Conscenti,"Via XX Settembre, 137",150,False
11845,Casalfiumanese,"Via Mazzini, 129",218,False
11848,Napoli,"Piazza Garibaldi, 91",221,True
11852,Como,"Via Verdi, 149",160,True
11853,Torino,"Corso Francia, 123",253,False
11854,San Fruttuoso Di Camogli,"Via Verdi, 87",124,True
11855,Torino,"Via Bertola, 34",112,False
11857,Ca' Pasquali,"Via Garibaldi, 8",219,True
11858,Ancona,"Via Mazzini, 12",151,False
11859,Ancona,"Via Vittorio Emanuele, 54",107,False
11863,Milano,"Corso Porta Romana, 62",212,False
11866,Livorno Ferraris,"Via Matteotti, 8",134,False
11869,Trieste,"Via Dante Alighieri, 10",118,False
11870,Trieste,"Piazza Goldoni, 10",102,True
11872,Scano Al Brembo,"Via XX Settembre, 78",193,False
11874,Ancona,"Piazza della Repubblica, 63",150,True
11875,Como,"Via Marconi, 77",102,True
11876,Terdobbiate,"Via Kennedy, 19",219,True
11877,Motella,"Via Garibaldi, 41",142,True
11878,Torino,"Via Monte di Pietà, 16",100,False
11879,Villaverla,"Via Matteotti, 124",109,False
11883,Milano,"Via Savona, 17",225,False
11887,Milano,"Viale Monza, 125",128,False
11888,Napoli,"Via Partenope, 36",226,True
11891,Bergamo,"Via Angelo Mai, 5",135,True
11895,Milano,"Corso Venezia, 15",146,True
11897,San Costantino,"Via Nazionale, 82",193,True
11898,Cremella,"Corso Umberto, 103",114,True
11899,Milano,"Corso Venezia, 15",144,False
11901,Sottoselva,"Corso Umberto, 132",141,False
11903,Maerne,"Corso Italia, 82",118,False
11907,Flecchia,"Piazza Duomo, 120",158,False
11911,Como,"Corso Italia, 69",193,True
11912,Gervasutta,"Via Kennedy, 64",203,False
11913,Rivignano,"Via Dante, 25",78,False
11916,Chienes,"Via Garibaldi, 75",87,True
11917,Como,"Via Marconi, 108",104,False
11919,Torino,"Via Carlo Alberto, 33",115,False
11922,Castrignano De' Greci,"Via Verdi, 84",225,False
11923,Linosa,"Via Nazionale, 49",127,True
11926,Migazzone,"Via Verdi, 128",239,True
11927,Siracusa,"Corso Vittorio Emanuele II, 120",260,False
11928,Paestum,"Piazza della Repubblica, 79",169,False
11929,Crosarol,"Piazza della Repubblica, 6",159,False
11931,Borgo Priolo,"Via Mazzini, 101",174,False
11932,Genova,"Via Prè, 8",83,True
11934,Canneto Sabino,"Piazza Duomo, 56",87,True
11938,Tagliata,"Corso Umberto, 13",118,True
11939,La Moschella,"Via Garibaldi, 73",113,False
11941,Venezia,"Calle della Mandola, 3703",88,False
11943,Bari,"Via Nicolai, 15",152,False
11944,San Vito Sullo Ionio,"Piazza della Repubblica, 74",78,False
11945,Brescia,"Via San Faustino, 13",154,True
11946,Torino,"Via Roma, 315",121,False
11948,Settimo Vittone,"Corso Italia, 111",215,False
11949,Floridia,"Via Dante, 68",150,False
11951,Signayes,"Corso Umberto, 104",136,False
11957,Pellio Intelvi,"Corso Umberto, 12",172,True
11959,Torino,"Via Cernaia, 23",121,True
11960,Reggio Calabria,"Corso Garibaldi, 456",94,False
11961,Genova,"Via San Lorenzo, 17",88,False
11962,Bari,"Via Melo, 253",189,False
11964,Torricella In Sabina,"Via XX Settembre, 19",99,True
11965,Torino,"Via Cernaia, 23",236,False
11966,Anna',"Corso Vittorio Emanuele II, 116",188,False
11967,Altavilla Silentina,"Via Vittorio Emanuele, 31",203,False
11971,Genova,"Via Cairoli, 1",162,False
11973,Gufidaun,"Corso Italia, 101",137,False
11975,Milano,"Via Solferino, 11",164,False
11976,Rosas,"Via Nazionale, 143",73,True
11978,Brescia,"Via Musei, 81",152,True
11979,Alice Bel Colle,"Via Dante, 51",127,False
11980,Isola Sacra,"Corso Vittorio Emanuele II, 103",255,False
11981,Velo,"Corso Vittorio Emanuele II, 11",141,False
11982,Murgia,"Via Garibaldi, 10",137,False
11985,Firenze,"Via dei Calzaiuoli, 89",161,False
11986,Trieste,"Via della Geppa, 5",83,False
11988,Trieste,"Via Roma, 7",97,False
11989,Tuglie,"Piazza della Repubblica, 133",231,True
11990,Bari,"Via Dante Alighieri, 27",93,True
11999,San Giovanni Alla Vena,"Via Dante, 132",150,False
12003,Como,"Via Dante, 84",181,False
12004,San Cosma,"Via Nazionale, 42",195,False
12007,Vendone,"Via Marconi, 77",226,False
12009,Napoli,"Spaccanapoli, 18",177,False
12010,Torre De' Ratti,"Via Nazionale, 130",157,True
12011,Trieste,"Via Mazzini, 21",135,False
12012,Gavorrano,"Piazza della Repubblica, 145",249,True
12013,Strela,"Via XX Settembre, 122",199,True
12014,Viagrande,"Via Roma, 95",242,False
12015,Bari,"Via Melo, 253",187,False
12017,Giovecca,"Corso Italia, 107",159,False
12019,Trieste,"Corso Cavour, 7",133,False
12020,Trieste,"Viale XX Settembre, 28",141,False
12023,Trieste,"Via della Geppa, 5",139,True
12026,Suzzara,"Via Roma, 122",182,False
12027,Ledro,"Via Vittorio Emanuele, 149",145,False
12029,Lusignano,"Piazza Duomo, 14",118,False
12031,San Pietro In Amantea,"Piazza della Repubblica, 44",121,False
12034,Milano,"Via Paolo Sarpi, 45",108,False
12035,Barge,"Via Marconi, 38",164,False
12036,Bergamo,"Largo Porta Nuova, 2",234,False
12037,Brescia,"Via Gramsci, 17",154,True
12038,Brescia,"Corso Zanardelli, 34",215,True
12041,Castellar Guidobono,"Corso Italia, 49",158,True
12045,Napoli,"Via Toledo, 256",134,False
12046,Lottulo,"Via Kennedy, 81",105,False
12047,Como,"Via Matteotti, 39",137,False
12048,Masciago,"Via Matteotti, 53",167,True
12049,Trieste,"Via San Nicolò, 30",104,True
12050,Castellana,"Corso Vittorio Emanuele II, 121",216,False
12051,Trieste,"Via della Geppa, 5",227,False
12053,Toritto,"Via Garibaldi, 36",124,False
12055,Moggiona Di Poppi,"Corso Vittorio Emanuele II, 54",203,False
12056,Marcellina,"Via Nazionale, 123",119,False
12057,Venezia,"Campo Santa Margherita, 3019",140,True
12060,Trieste,"Via San Nicolò, 30",161,False
12061,Omignano Stazione,"Via Nazionale, 45",167,False
12062,Torino,"Via Monte di Pietà, 16",80,True
12064,Torino,"Corso San Maurizio, 25",184,True
12065,Castiglione Olona,"Via Nazionale, 140",133,False
12067,Genova,"Via Dante, 4",100,False
12069,Bezzecca,"Via Vittorio Emanuele, 124",138,False
12070,Pantelleria Aeroporto,"Via Cavour, 64",142,False
12072,Andretta,"Via Vittorio Emanuele, 143",167,True
12074,Triggianello,"Via XX Settembre, 58",157,False
12076,Corzano,"Via XX Settembre, 74",126,False
12078,Colazza,"Via Cavour, 126",125,False
12080,Como,"Via Nazionale, 123",224,True
12084,Trieste,"Via Roma, 7",74,True
12087,Costarainera,"Via Vittorio Emanuele, 74",132,True
12089,Lecce,"Corso Vittorio Emanuele II, 28",161,False
12090,Sanfront,"Via Marconi, 102",161,False
12093,Moltrasio,"Corso Umberto, 38",150,False
12096,Rifair,"Via XX Settembre, 11",208,False
12098,Trieste,"Viale XX Settembre, 28",165,False
12099,Palazzone,"Via Mazzini, 89",166,True
12100,Monte Castello Di Vibio,"Via Kennedy, 66",164,True
12103,Villa San Romualdo,"Piazza della Repubblica, 55",206,True
12106,Bari,"Via Argiro, 93",123,True
12107,Santa Vittoria,"Via Vittorio Emanuele, 144",124,False
12108,Trieste,"Via della Geppa, 5",145,False
12110,San Giovanni Del Dosso,"Via Vittorio Emanuele, 36",117,False
12117,Taneto,"Corso Italia, 62",110,False
12118,Jaufental,"Piazza Duomo, 13",124,True
12119,Lodetto,"Corso Vittorio Emanuele II, 58",149,False
12121,Lecce,"Via Palmieri, 72",114,False
12122,Montenero,"Via Garibaldi, 26",136,True
12123,Glair,"Via Matteotti, 85",89,False
12124,Barcellona Pozzo Di Gotto,"Piazza della Repubblica, 26",136,False
12126,Bergamo,"Largo Porta Nuova, 2",144,True
12128,Amato Di Taurianova,"Via Dante, 2",170,False
12129,Venezia,"Campo Santa Margherita, 3019",242,False
12130,Seghe Di Velo,"Via Verdi, 105",154,True
12132,Terlano,"Piazza della Repubblica, 123",102,False
12133,Firenze,"Lungarno Corsini, 4",111,True
12134,Bleggio Superiore,"Via XX Settembre, 83",134,True
12135,Sondrio,"Via XX Settembre, 16",115,True
12136,Montemarzo,"Via Mazzini, 147",180,False
12138,Bari,"Via Argiro, 93",239,False
12140,Mornico,"Via Garibaldi, 45",208,False
12145,Firenze,"Borgo Ognissanti, 26",206,True
12146,Brescia,"Corso Palestro, 45",101,False
12147,Bergamo,"Via XX Settembre, 91",103,False
12148,Firenze,"Piazza Santa Croce, 16",137,True
12153,Anzi,"Piazza della Repubblica, 48",159,False
12154,Santo Stefano Roero,"Via XX Settembre, 10",198,True
12155,Ruscello,"Via Roma, 77",167,False
12156,Firenze,"Borgo San Lorenzo, 17",137,False
12157,Brescia,"Via Musei, 81",155,True
12160,Margno,"Via XX Settembre, 117",218,True
12161,Matierno,"Corso Vittorio Emanuele II, 127",203,False
12167,Brescia,"Corso Palestro, 45",147,False
12170,Napoli,"Via San Gregorio Armeno, 8",151,False
12171,Vizzola Ticino,"Via Kennedy, 70",105,True
12172,Napoli,"Via Petrarca, 101",169,False
12173,Pozzolengo,"Corso Italia, 85",161,False
12175,Lavina,"Via Verdi, 118",133,False
12176,Piedelpoggio,"Via Vittorio Emanuele, 48",84,False
12177,Flumini Di Quartu Sant'Elena,"Via Roma, 87",165,False
12178,Acerra,"Via XX Settembre, 146",185,False
12181,Belmonte Piceno,"Via Cavour, 45",166,True
12182,Milano,"Via Vigevano, 8",150,False
12183,Breguzzo,"Via Marconi, 110",102,False
12184,Napoli,"Via San Gregorio Armeno, 8",246,False
12185,Firenze,"Via Cavour, 21",91,False
12187,Pellegrino Parmense,"Via Mazzini, 103",219,False
12190,Trieste,"Piazza Goldoni, 10",106,False
12194,Sovicille,"Corso Italia, 48",57,False
12200,Torino,"Corso Francia, 123",108,False
12201,Bergamo,"Via Pignolo, 123",118,False
12202,Godrano,"Via Nazionale, 64",190,False
12205,Porto Rotondo,"Via Roma, 67",97,True
12206,Milano,"Corso Magenta, 96",123,False
12209,Serravalle,"Piazza Duomo, 115",204,False
12216,Serravalle D'Asti,"Via Vittorio Emanuele, 85",117,False
12217,Scipione,"Via XX Settembre, 150",155,False
12218,Casamorcia,"Via Roma, 67",114,True
12219,Novoledo,"Corso Umberto, 61",218,True
12220,Cantalupo Nel Sannio,"Via Garibaldi, 31",178,False
12223,Milano,"Via Savona, 17",148,False
12224,Ciconia,"Via XX Settembre, 41",186,False
12227,Brescia,"Via Tosio, 12",130,False
12231,Entracque,"Corso Vittorio Emanuele II, 80",101,True
12234,Torino,"Via Santa Teresa, 5",224,False
12236,Napoli,"Via Roma, 87",155,False
12238,Cremolino,"Via XX Settembre, 95",163,False
12241,Milano,"Via Vigevano, 8",177,False
12242,Brentonico,"Piazza Duomo, 57",134,True
12243,Caranzano,"Via Dante, 123",115,True
12244,Allerona,"Via Dante, 117",168,True
12245,Pollastra,"Corso Umberto, 107",103,False
12247,Settefrati,"Piazza della Repubblica, 138",135,False
12248,Itala Marina,"Via Cavour, 64",125,False
12249,Venezia,"Calle del Forno, 3709",118,False
12250,Prato Allo Stelvio,"Via Mazzini, 135",196,True
12251,Fiorano Al Serio,"Via Kennedy, 136",114,True
12255,Napoli,"Via Medina, 61",154,False
12258,Campo Tartano,"Corso Umberto, 20",127,True
12262,Bergamo,"Via Angelo Mai, 5",123,True
12263,Rocca Grimalda,"Corso Italia, 16",89,False
12264,Napoli,"Via Tribunali, 39",170,False
12265,Napoli,"Via San Gregorio Armeno, 8",138,False
12267,Bergamo,"Via Borfuro, 6",102,False
12269,Lecce,"Via Giuseppe Libertini, 4",94,False
12270,Torino,"Corso San Maurizio, 25",208,False
12272,Bussolino,"Via Dante, 43",142,True
12273,Venezia,"Riva degli Schiavoni, 4161",109,False
12277,Torino,"Via Alfieri, 6",92,False
12281,Milano,"Via Savona, 17",142,False
12282,Napoli,"Via Roma, 87",186,True
12283,Bitti,"Via Cavour, 150",89,False
12284,Milano,"Corso di Porta Ticinese, 87",211,False
12286,Genova,"Via Garibaldi, 18",121,True
12288,Bazzano,"Corso Vittorio Emanuele II, 115",145,False
12291,Torino,"Via Po, 45",118,False
12295,Foresto,"Via Kennedy, 34",159,True
12297,Firenze,"Borgo Ognissanti, 26",118,False
12298,Milano,"Via Savona, 17",120,False
12301,Bergamo,"Via Angelo Mai, 5",208,False
12305,Marettimo,"Via Garibaldi, 144",120,True
12307,Venezia,"Calle della Mandola, 3703",157,True
12308,Colleranesco,"Via XX Settembre, 6",130,True
12309,Lecce,"Via Rubichi, 14",162,True
12310,Milano,"Corso Sempione, 34",88,True
12312,Bergamo,"Via XX Settembre, 91",166,False
12313,Trieste,"Via della Geppa, 5",97,False
12314,Milano,"Viale Monza, 125",180,False
12315,Genova,"Via Garibaldi, 18",177,True
12316,Torino,"Via Po, 45",139,True
12317,Castelferrato,"Via Matteotti, 89",139,False
12319,Marina San Nicola,"Via Mazzini, 139",97,False
12320,Campo Tartano,"Via Garibaldi, 18",138,False
12321,Valstrona,"Piazza della Repubblica, 9",118,True
12324,Trieste,"Viale XX Settembre, 28",178,False
12327,Como,"Via Matteotti, 47",120,False
12329,Corridonia Stazione,"Via Dante, 108",127,True
12331,Bari,"Via Melo, 253",156,True
12332,Milano,"Via Manzoni, 31",139,False
12334,Bergamo,"Corsarola, 3",178,True
12336,Bari,"Via Dante Alighieri, 27",142,True
12337,Firenze,"Piazza Santa Croce, 16",88,True
12339,Napoli,"Via Luca Giordano, 32",126,False
12340,Milano,"Via Dante, 12",122,True
12342,Como,"Via Dante, 90",114,False
12347,San Giacomo Delle Segnate,"Corso Italia, 46",95,False
12348,Marigliano,"Via Marconi, 136",214,True
12350,Carema,"Via Dante, 58",167,False
12354,Milano,"Via Cusani, 10",170,False
12355,Bari,"Via Sparano, 125",113,False
12358,Brescia,"Corso Zanardelli, 34",130,False
12359,Firenze,"Via del Corso, 6",159,False
12360,Pfalzen,"Via Kennedy, 140",88,True
12362,Milano,"Via Tortona, 27",133,False
12363,Accorneri,"Via Marconi, 59",90,False
12364,Milano,"Via Washington, 70",177,True
12366,Trieste,"Via Dante Alighieri, 10",139,True
12367,Venezia,"Riva degli Schiavoni, 4161",202,True
12368,Genova,"Via Cairoli, 1",84,True
12370,Pineta Di Pescara,"Via Vittorio Emanuele, 49",196,False
12374,Lecce,"Corso Vittorio Emanuele II, 28",91,False
12376,Porto San Paolo,"Via Garibaldi, 108",70,False
12377,Falconara Marittima,"Via Roma, 62",220,False
12379,Mulazzo,"Via Cavour, 18",123,True
12380,Pantelleria Aeroporto,"Corso Italia, 9",211,False
12382,Napoli,"Via Foria, 124",136,False
12383,Filottrano,"Via Garibaldi, 63",69,True
12386,Su Lau,"Via Garibaldi, 103",232,True
12391,Tatti,"Via Kennedy, 60",201,True
12393,Mosso,"Via Cavour, 15",247,False
12396,Suno,"Via Dante, 129",102,True
12399,Firenze,"Via del Corso, 6",93,False
12400,Trieste,"Via Cesare Battisti, 18",122,False
12401,Petroia,"Via Nazionale, 148",195,False
12402,Agugliano,"Via Nazionale, 61",121,True
12405,Lecce,"Piazza Sant'Oronzo, 1",248,False
12406,Monte Di Procida,"Via Dante, 134",87,False
12407,Sesto Ulteriano,"Piazza Duomo, 106",174,False
12412,San Sperato,"Via XX Settembre, 71",125,False
12416,Milano,"Corso Buenos Aires, 23",152,True
12418,Cortina D'Ampezzo,"Via Verdi, 110",214,False
12421,Paciano,"Piazza della Repubblica, 13",113,False
12422,Napoli,"Via Scarlatti, 88",97,False
12423,Bologna,"Via Mazzini, 4",89,False
12424,Napoli,"Calata Capodichino, 23",142,False
12427,Calciano,"Corso Vittorio Emanuele II, 82",131,False
12428,Venezia,"Ruga Giuffa, 4793",85,False
12432,Torino,"Via della Consolata, 1",136,True
12433,Fasano Del Garda,"Via Matteotti, 39",149,True
12434,Trieste,"Viale XX Settembre, 28",152,False
12435,Napoli,"Via Luca Giordano, 32",179,False
12440,Petrazzi,"Via Verdi, 138",117,True
12441,Ancona,"Piazza della Repubblica, 62",136,False
12442,Gudo Visconti,"Piazza Duomo, 77",192,True
12444,Firenze,"Via dei Calzaiuoli, 89",131,False
12446,Galati Mamertino,"Via Kennedy, 15",120,False
12447,Brallo Di Pregola,"Via Matteotti, 107",82,True
12448,Valduga,"Corso Vittorio Emanuele II, 35",149,False
12451,Ossago Lodigiano,"Via Marconi, 63",109,True
12452,Monte Vidon Corrado,"Via Vittorio Emanuele, 53",103,False
12453,Torre Dell'Orso,"Via Nazionale, 21",133,False
12454,Lecce,"Viale Marche, 16",160,True
12456,Milano,"Via Borgogna, 7",104,False
12459,Milo,"Corso Umberto, 24",118,False
12461,Firenze,"Lungarno Corsini, 4",150,True
12462,Cassina Nuova,"Via Garibaldi, 69",149,False
12464,Venezia,"Campo San Polo, 2102",243,False
12467,Roccabruna,"Via Garibaldi, 19",138,False
12471,Gaggino,"Via Cavour, 144",204,True
12472,Zoppe',"Via Cavour, 123",128,False
12473,Milano,"Viale Monza, 125",126,False
12474,Chialamberto,"Via Nazionale, 78",227,False
12477,Conflenti Inferiore,"Via Roma, 55",214,False
12478,Bergamo,"Via Borfuro, 6",224,False
12480,Bari,"Via Putignani, 158",110,False
12482,Torino,"Via Garibaldi, 25",190,True
12483,Cedegolo,"Piazza della Repubblica, 63",213,False
12484,Montegrosso D'Asti,"Via Cavour, 102",78,False
12485,Silius,"Piazza Duomo, 142",227,True
12486,Safforze,"Via Nazionale, 73",224,True
12489,Chiassis,"Via Marconi, 120",125,False
12490,Trieste,"Via Mazzini, 21",126,False
12491,Brescia,"Via Mazzini, 68",64,False
12494,Milano,"Via Solferino, 11",132,False
12496,Gattorna,"Via XX Settembre, 67",140,False
12498,Torino,"Corso Giulio Cesare, 45",147,True
12499,Fallascoso,"Corso Vittorio Emanuele II, 128",188,True
12503,Milano,"Via Savona, 17",214,True
12506,Valla',"Corso Italia, 121",198,True
12508,Ancona,"Via Nazionale, 53",232,False
12511,Gambugliano,"Corso Umberto, 81",124,False
12516,Milano,"Via Tortona, 27",174,False
12518,Torino,"Via Po, 45",135,False
12520,Milano,"Viale Papiniano, 22",101,True
12521,Rabla',"Piazza Duomo, 38",121,True
12522,Trieste,"Via Carducci, 5",110,False
12523,Portico Di Romagna,"Via Vittorio Emanuele, 142",110,False
12525,Roccapreturo,"Via Matteotti, 76",116,False
12527,Milano,"Corso Venezia, 15",118,False
12529,Castelsaraceno,"Via Cavour, 85",216,False
12530,Sant'Angelo In Vado,"Piazza Duomo, 98",133,False
12534,Serole,"Piazza Duomo, 128",175,True
12538,Napoli,"Via Tribunali, 39",244,True
12540,Como,"Via Nazionale, 66",224,False
12542,Como,"Piazza della Repubblica, 126",183,False
12543,Chiaramonti,"Via Kennedy, 44",152,False
12544,Milano,"Piazza Duomo, 21",161,False
12545,Venezia,"Riva degli Schiavoni, 4161",172,False
12547,Bari,"Corso Cavour, 24",70,False
12549,Reggio Calabria,"Corso Vittorio Emanuele III, 2",123,False
12550,Rosazza,"Piazza della Repubblica, 48",143,False
12551,Napoli,"Via Tribunali, 39",121,True
12553,San Polo Di Piave,"Via Garibaldi, 135",137,False
12554,Como,"Via Garibaldi, 20",93,False
12557,Collinas,"Via Garibaldi, 2",100,True
12558,Monesiglio,"Via Matteotti, 36",141,True
12559,Cassiglio,"Piazza Duomo, 18",236,True
12561,Bergamo,"Via Sant'Alessandro, 43",116,False
12562,Passarella,"Via Roma, 56",225,False
12563,Reggio Calabria,"Corso Matteotti, 12",131,False
12564,Como,"Via Kennedy, 96",97,False
12566,Firenze,"Via Roma, 1",114,True
12567,Brescia,"Corso Garibaldi, 19",207,True
12569,Firenze,"Via Faenza, 56",93,False
12571,San Tommaso Tre Archi,"Piazza della Repubblica, 5",155,False
12573,Cercemaggiore,"Via Roma, 137",259,False
12575,Trieste,"Via Mazzini, 21",89,False
12578,Venezia,"Campo San Polo, 2102",225,False
12581,Firenze,"Via de' Tornabuoni, 19",77,False
12582,Ancona,"Via Roma, 136",153,True
12583,Terrasini,"Via Vittorio Emanuele, 138",262,False
12584,Montecchio Emilia,"Via XX Settembre, 5",119,False
12585,Trieste,"Via Mazzini, 21",124,False
12586,Genova,"Vico del Ferro, 5",186,False
12587,Montabone,"Via Verdi, 28",93,False
12588,Como,"Corso Italia, 135",168,False
12589,Santa Severa Nord,"Via Dante, 62",91,False
12590,Torino,"Via Pietro Micca, 12",83,False
12591,Ancona,"Corso Vittorio Emanuele II, 65",123,False
12593,Brescia,"Via Musei, 81",138,False
12594,Brescia,"Piazza della Loggia, 1",154,False
12595,Graun/Unterl.,"Via Marconi, 21",105,True
12596,Quadrivio,"Corso Umberto, 104",89,True
12603,Lecce,"Viale Marche, 16",129,False
12604,Venezia,"Lista di Spagna, 168",153,False
12606,Genova,"Via Colombo, 1",144,False
12608,Brugnetto,"Piazza Duomo, 77",133,False
12611,Fontia,"Via Mazzini, 9",72,False
12616,Milano,"Via Dante, 12",104,False
12617,Cornale,"Via Marconi, 98",87,True
12618,San Giovanni D'Albi,"Via Marconi, 142",221,False
